Station Name,Measurement Timestamp,Wind Direction,Wind Speed,Maximum Wind Speed,Heading
Oak Street Weather Station,2021-06-08 05:00:00.874576,0,0.0,0.4,357.0
Foster Weather Station,2021-09-05 11:00:00.165759,0,3.3,0.0,
Foster Weather Station,2021-06-21 16:59:59.948953,0,3.3,0.0,
63rd Street Weather Station,2021-09-26 14:59:59.616923,236,5.4,10.9,351.0
Oak Street Weather Station,2021-10-09 10:59:59.644082,117,3.0,4.1,357.0
Oak Street Weather Station,2021-07-15 11:59:59.555438,0,0.5,1.2,358.0
Oak Street Weather Station,2021-10-20 16:00:00.828227,82,1.7,2.1,358.0
Foster Weather Station,2021-06-15 11:00:00.793766,0,3.3,0.0,
63rd Street Weather Station,2021-07-18 13:59:59.824373,43,3.0,6.1,351.0
63rd Street Weather Station,2021-11-19 10:00:00.648883,241,1.2,3.3,351.0
Oak Street Weather Station,2021-10-09 00:59:59.139783,282,1.7,3.4,357.0
Foster Weather Station,2021-07-06 11:00:00.016680,0,3.3,0.0,
Oak Street Weather Station,2021-11-11 19:59:59.848268,319,1.3,2.9,357.0
Oak Street Weather Station,2021-07-07 22:00:00.592854,77,1.8,2.3,357.0
Oak Street Weather Station,2021-12-12 08:59:59.169731,269,2.9,6.1,357.0
63rd Street Weather Station,2021-07-01 17:00:00.162854,15,8.6,11.7,350.0
63rd Street Weather Station,2021-11-10 01:00:00.278989,69,3.5,4.6,350.0
Foster Weather Station,2021-11-12 15:59:59.906338,0,3.3,0.0,
63rd Street Weather Station,2021-08-09 00:59:59.930808,229,2.0,3.7,351.0
Oak Street Weather Station,2021-06-10 18:59:59.298647,88,0.5,0.8,357.0
Oak Street Weather Station,2021-09-01 20:59:59.386422,25,1.7,4.9,357.0
Foster Weather Station,2021-12-12 01:00:00.007530,0,3.3,0.0,
63rd Street Weather Station,2021-10-16 02:00:00.281456,299,2.3,4.8,351.0
Foster Weather Station,2021-10-06 22:00:00.147684,0,3.3,0.0,
Foster Weather Station,2021-10-03 20:59:59.394099,0,3.3,0.0,
Oak Street Weather Station,2021-06-22 13:59:59.703154,347,1.7,2.9,358.0
63rd Street Weather Station,2021-10-21 15:59:59.668494,303,3.2,7.0,351.0
Oak Street Weather Station,2021-10-10 20:00:00.215984,105,2.1,4.0,358.0
Foster Weather Station,2021-07-01 11:00:00.484657,0,3.3,0.0,
Foster Weather Station,2021-12-01 04:59:59.267488,0,3.3,0.0,
Foster Weather Station,2021-10-21 16:00:00.848371,0,3.3,0.0,
Foster Weather Station,2021-08-29 17:00:00.232088,0,3.3,0.0,
Oak Street Weather Station,2021-12-09 00:59:59.486986,111,2.9,4.9,357.0
Oak Street Weather Station,2021-06-28 09:00:00.321869,8,2.3,3.1,358.0
Foster Weather Station,2021-12-07 22:00:00.715770,0,3.3,0.0,
Foster Weather Station,2021-05-23 09:00:00.175075,0,3.3,0.0,
Foster Weather Station,2021-06-14 21:59:59.542387,0,3.3,0.0,
Oak Street Weather Station,2021-08-29 05:00:00.367943,331,1.2,2.6,358.0
Foster Weather Station,2021-07-04 06:59:59.435655,0,3.3,0.0,
Oak Street Weather Station,2021-12-03 20:59:59.321162,85,0.5,1.0,357.0
Foster Weather Station,2021-12-12 07:00:00.155530,0,3.3,0.0,
Foster Weather Station,2021-11-03 09:00:00.427235,0,3.3,0.0,
Oak Street Weather Station,2021-09-21 16:59:59.881766,21,6.0,7.8,358.0
Foster Weather Station,2021-07-30 00:59:59.876792,0,3.3,0.0,
63rd Street Weather Station,2021-09-02 17:00:00.193828,91,3.1,6.0,350.0
63rd Street Weather Station,2021-08-31 06:00:00.882965,282,0.4,0.5,351.0
63rd Street Weather Station,2021-11-05 13:59:59.480241,194,5.2,7.7,350.0
Oak Street Weather Station,2021-07-28 08:59:59.202742,254,1.3,3.8,358.0
63rd Street Weather Station,2021-08-01 17:59:59.471627,32,6.8,8.8,350.0
Oak Street Weather Station,2021-08-06 09:00:00.882603,288,1.4,4.1,358.0
Oak Street Weather Station,2021-06-07 18:00:00.064424,124,1.0,1.7,358.0
Foster Weather Station,2021-10-30 11:59:59.853918,0,3.3,0.0,
63rd Street Weather Station,2021-10-08 00:59:59.143343,278,0.6,0.8,351.0
63rd Street Weather Station,2021-12-14 15:59:59.762733,169,3.7,5.1,351.0
Oak Street Weather Station,2021-06-18 13:00:00.313306,69,0.6,1.6,358.0
Foster Weather Station,2021-08-21 08:00:00.173570,0,3.3,0.0,
Foster Weather Station,2021-07-13 10:00:00.445095,0,3.3,0.0,
63rd Street Weather Station,2021-10-30 07:00:00.324363,23,8.2,12.0,351.0
Oak Street Weather Station,2021-09-24 19:00:00.492487,281,0.7,1.9,358.0
Oak Street Weather Station,2021-05-19 20:00:00.199050,142,1.5,2.7,357.0
63rd Street Weather Station,2021-10-02 16:59:59.342682,242,2.4,4.3,351.0
63rd Street Weather Station,2021-07-01 14:00:00.173311,13,6.2,10.8,351.0
Foster Weather Station,2021-09-10 16:00:00.722316,0,3.3,0.0,
Oak Street Weather Station,2021-07-06 06:59:59.133688,309,1.4,4.3,358.0
Oak Street Weather Station,2021-06-01 18:00:00.405341,99,0.7,1.1,357.0
Foster Weather Station,2021-11-17 00:59:59.324800,0,3.3,0.0,
Foster Weather Station,2021-06-26 16:00:00.716529,0,3.3,0.0,
Foster Weather Station,2021-12-13 15:59:59.253889,0,3.3,0.0,
Foster Weather Station,2021-08-28 22:00:00.316283,0,3.3,0.0,
Foster Weather Station,2021-11-27 20:00:00.563555,0,3.3,0.0,
Foster Weather Station,2021-07-16 21:00:00.273548,0,3.3,0.0,
Foster Weather Station,2021-06-22 12:59:59.989244,0,3.3,0.0,
Oak Street Weather Station,2021-07-12 09:59:59.147152,107,1.4,2.7,358.0
Foster Weather Station,2021-10-21 05:00:00.784432,0,3.3,0.0,
Foster Weather Station,2021-09-08 21:59:59.194268,0,3.3,0.0,
63rd Street Weather Station,2021-12-11 05:59:59.891267,269,9.1,18.9,350.0
63rd Street Weather Station,2021-10-12 22:59:59.915133,279,1.0,1.1,351.0
Foster Weather Station,2021-10-07 01:00:00.692080,0,3.3,0.0,
Foster Weather Station,2021-10-18 11:59:59.861848,0,3.3,0.0,
Oak Street Weather Station,2021-11-09 19:59:59.926233,0,0.0,0.7,357.0
Oak Street Weather Station,2021-09-13 13:59:59.526151,27,2.5,3.0,358.0
63rd Street Weather Station,2021-05-21 17:59:59.160932,218,3.3,7.2,351.0
Oak Street Weather Station,2021-10-14 20:00:00.704458,247,0.7,2.1,358.0
63rd Street Weather Station,2021-05-21 10:00:00.897211,213,2.7,6.5,352.0
Foster Weather Station,2021-07-27 16:00:00.526633,0,3.3,0.0,
63rd Street Weather Station,2021-08-13 06:00:00.587668,299,0.9,1.3,351.0
Oak Street Weather Station,2021-12-05 06:59:59.895472,116,2.8,7.6,357.0
63rd Street Weather Station,2021-08-25 00:59:59.180629,190,2.4,3.7,351.0
Foster Weather Station,2021-11-26 17:59:59.519743,0,3.3,0.0,
Oak Street Weather Station,2021-10-08 22:59:59.872435,0,0.0,0.7,357.0
Foster Weather Station,2021-10-21 02:00:00.836697,0,3.3,0.0,
Foster Weather Station,2021-11-06 20:00:00.648228,0,3.3,0.0,
Oak Street Weather Station,2021-07-09 14:00:00.581568,79,2.6,3.7,357.0
Foster Weather Station,2021-11-02 01:00:00.212015,0,3.3,0.0,
63rd Street Weather Station,2021-10-29 03:59:59.288642,67,6.1,9.2,351.0
Foster Weather Station,2021-11-01 19:00:00.293847,0,3.3,0.0,
Foster Weather Station,2021-07-10 07:59:59.513657,0,3.3,0.0,
63rd Street Weather Station,2021-11-21 00:00:00.358782,265,2.0,2.3,351.0
63rd Street Weather Station,2021-11-02 03:59:59.733004,302,2.0,2.8,350.0
Oak Street Weather Station,2021-09-25 17:00:00.301302,298,1.1,3.7,357.0
63rd Street Weather Station,2021-11-24 16:59:59.864292,237,3.9,7.2,351.0
Oak Street Weather Station,2021-09-15 23:00:00.218627,136,0.7,1.8,358.0
Foster Weather Station,2021-08-10 11:59:59.660860,0,3.3,0.0,
Oak Street Weather Station,2021-12-01 11:59:59.165044,39,1.1,1.7,357.0
Foster Weather Station,2021-11-30 00:59:59.892280,0,3.3,0.0,
Oak Street Weather Station,2021-08-21 09:59:59.952875,115,2.1,3.6,358.0
63rd Street Weather Station,2021-06-09 02:00:00.354144,250,2.0,3.4,351.0
Oak Street Weather Station,2021-07-23 19:00:00.716453,129,0.9,2.3,358.0
Oak Street Weather Station,2021-10-31 12:59:59.109969,346,2.7,4.1,357.0
63rd Street Weather Station,2021-11-30 10:59:59.173279,280,3.2,4.9,351.0
63rd Street Weather Station,2021-08-29 21:00:00.147307,260,2.3,5.2,352.0
Foster Weather Station,2021-10-18 00:59:59.364709,0,3.3,0.0,
Oak Street Weather Station,2021-09-22 13:00:00.485957,343,5.6,8.7,358.0
Oak Street Weather Station,2021-05-26 20:00:00.584342,192,0.8,1.6,357.0
63rd Street Weather Station,2021-06-17 18:00:00.556389,182,5.0,8.3,350.0
Oak Street Weather Station,2021-08-05 19:59:59.159266,0,0.4,0.9,358.0
63rd Street Weather Station,2021-11-18 13:00:00.626869,287,6.5,12.4,350.0
Foster Weather Station,2021-11-02 09:00:00.396797,0,3.3,0.0,
Foster Weather Station,2021-06-30 23:00:00.654167,0,3.3,0.0,
63rd Street Weather Station,2021-05-27 15:00:00.261170,32,9.7,13.5,351.0
63rd Street Weather Station,2021-08-09 11:00:00.800215,196,4.3,9.5,351.0
63rd Street Weather Station,2021-05-31 10:00:00.583426,250,2.6,4.1,351.0
Foster Weather Station,2021-10-22 11:00:00.823922,0,3.3,0.0,
Foster Weather Station,2021-11-09 16:00:00.187563,0,3.3,0.0,
Foster Weather Station,2021-10-06 01:00:00.897215,0,3.3,0.0,
Foster Weather Station,2021-08-03 21:00:00.185767,0,3.3,0.0,
Foster Weather Station,2021-09-23 03:59:59.993754,0,3.3,0.0,
63rd Street Weather Station,2021-09-17 07:59:59.655405,231,2.8,4.6,351.0
63rd Street Weather Station,2021-10-17 01:00:00.232699,271,2.4,4.5,351.0
Foster Weather Station,2021-08-19 21:00:00.360880,0,3.3,0.0,
Foster Weather Station,2021-10-29 21:59:59.770861,0,3.3,0.0,
63rd Street Weather Station,2021-10-30 09:59:59.184341,15,8.1,12.8,350.0
Foster Weather Station,2021-07-26 23:59:59.821606,0,3.3,0.0,
Oak Street Weather Station,2021-05-31 13:59:59.674731,253,1.3,5.6,358.0
Oak Street Weather Station,2021-11-27 12:00:00.359519,49,1.3,2.3,357.0
Oak Street Weather Station,2021-12-17 08:59:59.568412,16,2.2,2.6,357.0
Oak Street Weather Station,2021-10-03 17:00:00.392607,231,1.8,2.4,357.0
63rd Street Weather Station,2021-06-26 01:00:00.375344,243,4.5,9.1,351.0
Oak Street Weather Station,2021-09-01 09:00:00.271139,79,6.1,7.8,357.0
63rd Street Weather Station,2021-05-29 14:59:59.993595,9,6.0,9.6,350.0
63rd Street Weather Station,2021-11-02 19:59:59.847489,288,1.0,2.5,351.0
Oak Street Weather Station,2021-07-27 17:59:59.447120,315,1.5,5.1,358.0
63rd Street Weather Station,2021-11-04 19:59:59.658761,223,1.4,2.5,350.0
63rd Street Weather Station,2021-08-16 19:59:59.490132,69,1.5,3.6,351.0
63rd Street Weather Station,2021-07-07 05:59:59.485110,241,2.5,4.1,351.0
63rd Street Weather Station,2021-07-02 18:00:00.834423,33,3.9,5.0,350.0
63rd Street Weather Station,2021-07-07 23:00:00.275642,19,3.6,5.0,351.0
Foster Weather Station,2021-11-30 13:00:00.510186,0,3.3,0.0,
Foster Weather Station,2021-10-30 04:59:59.799890,0,3.3,0.0,
Oak Street Weather Station,2021-11-29 19:00:00.310244,59,1.0,2.2,357.0
63rd Street Weather Station,2021-06-15 09:59:59.585048,22,2.9,5.6,352.0
63rd Street Weather Station,2021-06-26 08:59:59.791278,205,2.5,4.2,351.0
Oak Street Weather Station,2021-11-22 08:59:59.524561,329,1.4,3.0,357.0
63rd Street Weather Station,2021-08-06 20:59:59.858764,216,1.5,4.2,351.0
63rd Street Weather Station,2021-06-08 01:00:00.640801,137,0.4,0.6,351.0
63rd Street Weather Station,2021-10-13 09:59:59.265024,175,2.5,3.7,351.0
Oak Street Weather Station,2021-12-15 14:59:59.787237,260,1.6,4.1,357.0
Foster Weather Station,2021-06-02 22:59:59.372969,0,3.3,0.0,
63rd Street Weather Station,2021-12-04 01:59:59.594179,357,3.2,5.3,350.0
Foster Weather Station,2021-06-05 15:59:59.335241,0,3.3,0.0,
63rd Street Weather Station,2021-07-09 02:59:59.221295,303,1.1,2.5,351.0
63rd Street Weather Station,2021-07-15 20:59:59.247296,109,2.1,4.0,351.0
Foster Weather Station,2021-09-10 18:59:59.816254,0,3.3,0.0,
63rd Street Weather Station,2021-10-30 22:59:59.299376,279,1.9,2.9,351.0
Oak Street Weather Station,2021-06-06 15:00:00.629893,18,2.1,4.0,358.0
63rd Street Weather Station,2021-06-27 20:59:59.854211,83,1.8,2.2,351.0
63rd Street Weather Station,2021-05-28 18:00:00.461128,59,6.2,12.8,351.0
63rd Street Weather Station,2021-07-21 08:59:59.483115,69,1.9,4.3,351.0
Oak Street Weather Station,2021-09-14 14:00:00.064675,0,0.9,3.3,358.0
Foster Weather Station,2021-07-24 05:00:00.643540,0,3.3,0.0,
Oak Street Weather Station,2021-06-27 00:59:59.953158,0,0.5,2.3,358.0
63rd Street Weather Station,2021-07-29 08:59:59.616579,289,4.4,8.3,352.0
Foster Weather Station,2021-12-04 14:59:59.647326,0,3.3,0.0,
Foster Weather Station,2021-08-17 17:59:59.693432,0,3.3,0.0,
Oak Street Weather Station,2021-10-10 10:00:00.447745,276,2.5,5.7,358.0
63rd Street Weather Station,2021-06-19 18:00:00.362563,16,8.5,11.5,351.0
63rd Street Weather Station,2021-07-23 18:59:59.593985,131,0.3,0.7,351.0
63rd Street Weather Station,2021-12-13 22:00:00.623369,253,0.0,0.5,350.0
63rd Street Weather Station,2021-06-22 13:00:00.108881,297,3.8,6.9,351.0
Foster Weather Station,2021-12-04 02:00:00.878327,0,3.3,0.0,
Oak Street Weather Station,2021-05-25 16:00:00.257892,256,2.2,6.7,358.0
63rd Street Weather Station,2021-09-19 15:59:59.593815,19,0.9,1.8,350.0
Oak Street Weather Station,2021-07-16 09:00:00.608692,39,3.4,4.3,357.0
63rd Street Weather Station,2021-05-31 22:59:59.507275,269,1.8,2.7,351.0
Oak Street Weather Station,2021-06-03 08:59:59.612847,118,0.6,1.7,358.0
Oak Street Weather Station,2021-08-29 15:59:59.944130,264,1.5,3.8,358.0
Oak Street Weather Station,2021-10-31 12:00:00.188758,348,3.4,5.2,357.0
Oak Street Weather Station,2021-07-02 14:59:59.895528,20,3.0,3.9,358.0
Oak Street Weather Station,2021-06-07 09:00:00.856941,89,0.6,1.0,358.0
Oak Street Weather Station,2021-06-10 07:00:00.780994,19,1.6,1.8,358.0
Foster Weather Station,2021-06-11 07:59:59.385351,0,3.3,0.0,
63rd Street Weather Station,2021-11-10 22:00:00.022288,149,2.7,4.0,351.0
Oak Street Weather Station,2021-07-02 18:00:00.169234,36,1.9,2.5,357.0
Oak Street Weather Station,2021-06-03 07:00:00.071453,99,0.6,0.9,358.0
63rd Street Weather Station,2021-10-11 04:59:59.737358,209,4.3,7.4,350.0
63rd Street Weather Station,2021-08-24 23:00:00.286571,202,2.8,5.6,351.0
Foster Weather Station,2021-09-04 07:59:59.443416,0,3.3,0.0,
63rd Street Weather Station,2021-12-12 20:59:59.497099,225,6.3,8.4,351.0
Oak Street Weather Station,2021-06-02 00:00:00.136425,122,0.8,2.0,358.0
63rd Street Weather Station,2021-11-20 16:00:00.845883,250,4.0,5.4,350.0
Foster Weather Station,2021-07-01 11:59:59.350837,0,3.3,0.0,
63rd Street Weather Station,2021-08-18 10:00:00.470389,113,1.5,2.7,352.0
63rd Street Weather Station,2021-09-22 03:59:59.801208,56,3.7,10.5,351.0
Oak Street Weather Station,2021-12-15 17:00:00.788523,297,1.6,3.4,357.0
Foster Weather Station,2021-09-27 03:59:59.817570,0,3.3,0.0,
63rd Street Weather Station,2021-10-26 10:59:59.989643,6,2.9,4.4,351.0
Oak Street Weather Station,2021-08-23 21:59:59.991436,0,0.3,0.8,358.0
Foster Weather Station,2021-10-05 08:59:59.226479,0,3.3,0.0,
Oak Street Weather Station,2021-08-19 08:00:00.103409,56,0.7,1.1,358.0
Foster Weather Station,2021-11-08 16:59:59.149589,0,3.3,0.0,
Oak Street Weather Station,2021-07-30 17:00:00.019155,24,2.9,3.8,357.0
Foster Weather Station,2021-08-03 06:00:00.168081,0,3.3,0.0,
Oak Street Weather Station,2021-07-28 20:00:00.315080,271,0.8,2.2,358.0
Foster Weather Station,2021-07-25 02:59:59.890763,0,3.3,0.0,
Foster Weather Station,2021-11-07 02:00:00.666852,0,3.3,0.0,
63rd Street Weather Station,2021-08-20 02:00:00.091919,17,0.6,1.2,351.0
63rd Street Weather Station,2021-09-04 16:00:00.526475,259,2.8,4.1,351.0
Oak Street Weather Station,2021-05-27 16:00:00.376416,47,6.6,8.6,357.0
Oak Street Weather Station,2021-07-18 20:00:00.108375,9,1.8,2.5,358.0
Oak Street Weather Station,2021-11-25 16:59:59.721599,318,1.6,4.4,357.0
Oak Street Weather Station,2021-11-09 01:00:00.865885,267,0.9,1.4,357.0
Foster Weather Station,2021-12-12 19:00:00.356756,0,3.3,0.0,
Foster Weather Station,2021-10-22 21:59:59.457167,0,3.3,0.0,
Oak Street Weather Station,2021-06-17 22:59:59.757690,8,0.7,2.3,358.0
Oak Street Weather Station,2021-11-25 13:00:00.418329,317,1.1,2.5,357.0
Oak Street Weather Station,2021-05-31 01:00:00.721054,0,0.4,0.9,357.0
63rd Street Weather Station,2021-10-12 03:00:00.370147,219,3.3,8.4,350.0
63rd Street Weather Station,2021-11-17 09:59:59.346809,245,4.1,6.5,351.0
Foster Weather Station,2021-11-11 14:00:00.728788,0,3.3,0.0,
Foster Weather Station,2021-07-16 13:00:00.022926,0,3.3,0.0,
Oak Street Weather Station,2021-07-02 01:00:00.760297,18,4.5,6.0,357.0
63rd Street Weather Station,2021-05-20 02:00:00.858128,0,0.0,0.6,351.0
63rd Street Weather Station,2021-05-27 07:59:59.413550,73,8.0,10.1,351.0
63rd Street Weather Station,2021-06-30 05:00:00.867061,265,0.9,1.4,351.0
Foster Weather Station,2021-06-03 13:59:59.232232,0,3.3,0.0,
Oak Street Weather Station,2021-08-05 17:00:00.328762,120,1.2,2.3,358.0
Foster Weather Station,2021-11-14 10:00:00.251649,0,3.3,0.0,
Oak Street Weather Station,2021-10-15 09:00:00.858646,8,3.6,5.7,357.0
Oak Street Weather Station,2021-10-22 06:59:59.395668,303,0.8,2.6,357.0
Foster Weather Station,2021-10-13 02:00:00.790346,0,3.3,0.0,
Foster Weather Station,2021-07-15 12:00:00.823123,0,3.3,0.0,
63rd Street Weather Station,2021-06-16 10:00:00.771084,19,4.7,6.5,352.0
Oak Street Weather Station,2021-06-10 19:59:59.404100,73,0.6,1.0,357.0
63rd Street Weather Station,2021-11-12 05:59:59.614656,251,5.0,8.7,350.0
63rd Street Weather Station,2021-08-20 06:59:59.760279,151,0.0,0.6,352.0
63rd Street Weather Station,2021-12-05 18:59:59.707901,263,2.1,3.1,351.0
Foster Weather Station,2021-09-04 02:00:00.702505,0,3.3,0.0,
Foster Weather Station,2021-09-25 05:59:59.794200,0,3.3,0.0,
Foster Weather Station,2021-08-23 22:59:59.909715,0,3.3,0.0,
Oak Street Weather Station,2021-12-15 04:00:00.225823,345,1.9,3.4,357.0
Foster Weather Station,2021-11-07 01:00:00.742307,0,3.3,0.0,
63rd Street Weather Station,2021-07-03 03:59:59.392970,270,2.3,3.8,351.0
Foster Weather Station,2021-11-24 05:00:00.590726,0,3.3,0.0,
Oak Street Weather Station,2021-06-22 00:00:00.049592,59,2.2,2.9,358.0
Foster Weather Station,2021-07-16 22:00:00.072592,0,3.3,0.0,
63rd Street Weather Station,2021-05-28 20:00:00.415154,35,10.7,15.1,351.0
Oak Street Weather Station,2021-12-15 10:59:59.128565,320,1.0,3.8,358.0
Foster Weather Station,2021-06-03 18:00:00.431116,0,3.3,0.0,
Oak Street Weather Station,2021-10-12 04:00:00.860040,276,1.1,2.8,358.0
63rd Street Weather Station,2021-12-09 11:59:59.279394,191,5.7,9.2,350.0
Foster Weather Station,2021-10-01 08:59:59.684956,0,3.3,0.0,
Oak Street Weather Station,2021-06-28 10:59:59.465294,31,0.4,1.1,358.0
Oak Street Weather Station,2021-10-11 06:59:59.924212,353,2.0,2.5,358.0
Foster Weather Station,2021-06-15 19:59:59.405602,0,3.3,0.0,
Foster Weather Station,2021-12-02 08:59:59.603614,0,3.3,0.0,
63rd Street Weather Station,2021-06-28 14:59:59.692545,17,3.7,5.8,351.0
63rd Street Weather Station,2021-06-13 18:59:59.701932,121,0.6,0.9,350.0
63rd Street Weather Station,2021-09-19 05:00:00.762806,161,0.4,1.7,351.0
63rd Street Weather Station,2021-10-21 22:00:00.331082,351,1.8,3.3,351.0
Oak Street Weather Station,2021-08-17 12:59:59.647461,103,1.9,2.9,358.0
63rd Street Weather Station,2021-11-29 00:59:59.316663,270,2.2,2.6,350.0
63rd Street Weather Station,2021-11-30 02:59:59.756854,331,4.0,6.9,351.0
Oak Street Weather Station,2021-07-13 05:59:59.103151,0,0.0,0.7,358.0
63rd Street Weather Station,2021-11-04 02:00:00.724058,278,1.5,1.8,350.0
Foster Weather Station,2021-11-08 20:59:59.521401,0,3.3,0.0,
Oak Street Weather Station,2021-05-21 20:59:59.853528,0,0.0,0.5,357.0
63rd Street Weather Station,2021-10-30 03:59:59.213012,37,9.6,12.8,351.0
Foster Weather Station,2021-10-14 10:59:59.175278,0,3.3,0.0,
Foster Weather Station,2021-11-19 16:00:00.643909,0,3.3,0.0,
Foster Weather Station,2021-05-24 03:00:00.758803,0,3.3,0.0,
Foster Weather Station,2021-08-18 18:00:00.685173,0,3.3,0.0,
Oak Street Weather Station,2021-06-01 16:59:59.423887,83,1.1,1.6,357.0
Foster Weather Station,2021-11-04 18:59:59.756266,0,3.3,0.0,
63rd Street Weather Station,2021-06-11 20:59:59.541293,164,1.0,2.9,351.0
63rd Street Weather Station,2021-10-26 09:59:59.922584,344,1.3,3.5,351.0
Foster Weather Station,2021-08-17 15:00:00.532574,0,3.3,0.0,
Foster Weather Station,2021-10-29 12:59:59.250515,0,3.3,0.0,
Foster Weather Station,2021-05-19 15:59:59.334597,0,3.3,0.0,
Foster Weather Station,2021-08-16 21:00:00.336600,0,3.3,0.0,
Foster Weather Station,2021-06-30 07:00:00.611151,0,3.3,0.0,
63rd Street Weather Station,2021-10-15 20:59:59.179516,274,1.8,3.8,351.0
63rd Street Weather Station,2021-07-14 12:59:59.324494,210,2.7,4.7,352.0
Foster Weather Station,2021-07-26 12:00:00.628848,0,3.3,0.0,
Foster Weather Station,2021-11-08 05:59:59.238300,0,3.3,0.0,
Oak Street Weather Station,2021-07-19 01:00:00.075594,0,0.0,0.3,358.0
Foster Weather Station,2021-06-10 08:00:00.204358,0,3.3,0.0,
Oak Street Weather Station,2021-07-14 04:59:59.751151,270,1.2,3.2,357.0
Oak Street Weather Station,2021-10-05 12:00:00.844611,84,3.4,3.8,358.0
63rd Street Weather Station,2021-06-08 13:00:00.309864,127,1.0,1.7,351.0
63rd Street Weather Station,2021-07-18 00:59:59.498087,28,3.8,6.1,351.0
Foster Weather Station,2021-07-25 23:00:00.587866,0,3.3,0.0,
Foster Weather Station,2021-08-29 06:00:00.714728,0,3.3,0.0,
Oak Street Weather Station,2021-08-05 08:59:59.950569,19,1.2,1.9,359.0
Foster Weather Station,2021-09-19 21:59:59.270634,0,3.3,0.0,
Oak Street Weather Station,2021-06-22 23:59:59.807569,99,0.4,0.7,358.0
Foster Weather Station,2021-11-26 16:00:00.568753,0,3.3,0.0,
63rd Street Weather Station,2021-05-30 03:59:59.434111,27,1.9,2.6,351.0
Foster Weather Station,2021-06-12 17:00:00.502783,0,3.3,0.0,
Oak Street Weather Station,2021-10-02 22:59:59.869716,10,1.0,1.4,358.0
63rd Street Weather Station,2021-10-06 05:59:59.947208,112,2.3,3.4,351.0
Foster Weather Station,2021-07-11 08:00:00.212819,0,3.3,0.0,
