Station Name,Measurement Timestamp,Air Temperature,Wet Bulb Temperature
Foster Weather Station,2021-10-03 02:59:59.107102,20.78,
Foster Weather Station,2021-11-25 03:59:59.298670,8.67,
63rd Street Weather Station,2021-10-17 11:59:59.100445,16.8,9.9
Foster Weather Station,2021-08-04 07:00:00.309355,21.06,
Oak Street Weather Station,2021-09-15 21:59:59.317353,21.4,15.9
63rd Street Weather Station,2021-10-19 16:00:00.438312,22.1,13.6
Foster Weather Station,2021-12-04 03:59:59.503508,0.78,
Oak Street Weather Station,2021-10-06 02:00:00.351735,19.2,17.9
Oak Street Weather Station,2021-07-19 09:59:59.680922,22.2,20.3
Oak Street Weather Station,2021-08-21 16:59:59.907572,25.5,23.5
63rd Street Weather Station,2021-09-15 13:59:59.253300,20.9,17.1
63rd Street Weather Station,2021-10-02 02:59:59.400306,21.7,16.9
63rd Street Weather Station,2021-10-15 02:59:59.397031,15.7,13.9
Oak Street Weather Station,2021-09-28 06:59:59.576490,18.1,16.3
63rd Street Weather Station,2021-07-07 07:59:59.581824,27.0,23.2
63rd Street Weather Station,2021-05-27 04:00:00.803121,14.1,12.6
Oak Street Weather Station,2021-07-13 03:59:59.294110,21.1,20.4
Oak Street Weather Station,2021-11-21 19:00:00.858661,6.3,0.7
Foster Weather Station,2021-09-14 06:00:00.225371,23.39,
63rd Street Weather Station,2021-12-16 23:00:00.684670,2.0,-0.9
Oak Street Weather Station,2021-11-20 05:00:00.060506,4.3,1.1
63rd Street Weather Station,2021-06-28 01:59:59.715600,19.3,18.5
63rd Street Weather Station,2021-10-06 10:59:59.822084,18.4,18.1
63rd Street Weather Station,2021-07-10 14:59:59.351343,21.7,20.3
Foster Weather Station,2021-11-13 20:59:59.464513,2.56,
63rd Street Weather Station,2021-08-31 23:00:00.578199,24.3,20.7
Oak Street Weather Station,2021-09-30 15:59:59.617219,21.3,17.2
Foster Weather Station,2021-10-03 10:00:00.003092,22.06,
63rd Street Weather Station,2021-08-04 01:00:00.788955,22.1,18.1
63rd Street Weather Station,2021-08-03 23:00:00.106496,22.9,19.2
Foster Weather Station,2021-06-04 03:00:00.193464,16.67,
Oak Street Weather Station,2021-08-09 19:00:00.440409,27.2,23.7
Foster Weather Station,2021-11-06 11:00:00.712022,10.0,
63rd Street Weather Station,2021-06-22 05:00:00.410098,13.6,12.1
Oak Street Weather Station,2021-06-12 07:00:00.429973,23.5,22.0
63rd Street Weather Station,2021-06-30 17:00:00.174923,24.6,23.5
Foster Weather Station,2021-12-16 04:00:00.669972,17.39,
63rd Street Weather Station,2021-10-10 08:59:59.575213,22.5,19.8
63rd Street Weather Station,2021-11-12 08:00:00.555749,4.8,3.1
Foster Weather Station,2021-10-06 07:59:59.919681,17.89,
Foster Weather Station,2021-07-17 16:59:59.360672,20.39,
63rd Street Weather Station,2021-10-06 06:00:00.794904,18.4,17.8
Oak Street Weather Station,2021-08-17 23:00:00.584577,23.7,21.9
Foster Weather Station,2021-05-21 00:59:59.189874,17.89,
63rd Street Weather Station,2021-06-29 06:00:00.192023,23.1,23.1
Foster Weather Station,2021-09-07 12:00:00.517427,28.78,
Oak Street Weather Station,2021-10-10 18:59:59.118264,23.9,19.8
Oak Street Weather Station,2021-06-18 18:00:00.796843,28.2,21.2
Foster Weather Station,2021-11-18 07:00:00.827701,0.56,
Foster Weather Station,2021-09-04 16:00:00.485488,22.67,
Oak Street Weather Station,2021-06-19 02:59:59.703603,23.3,19.9
Foster Weather Station,2021-12-13 03:59:59.772036,3.78,
Oak Street Weather Station,2021-06-18 14:00:00.695667,22.7,19.9
Oak Street Weather Station,2021-11-07 02:00:00.117583,10.7,7.0
Foster Weather Station,2021-07-29 05:59:59.612736,26.0,
Foster Weather Station,2021-11-03 16:59:59.636635,5.78,
Oak Street Weather Station,2021-05-23 19:00:00.406511,13.3,12.7
63rd Street Weather Station,2021-12-02 11:59:59.560477,14.5,7.7
Foster Weather Station,2021-06-07 03:00:00.154520,17.89,
Oak Street Weather Station,2021-11-14 20:00:00.140006,3.1,1.0
Foster Weather Station,2021-07-28 08:00:00.180726,25.39,
Foster Weather Station,2021-09-26 12:59:59.651018,26.06,
Oak Street Weather Station,2021-11-18 21:59:59.656254,1.6,-1.3
Foster Weather Station,2021-11-04 07:59:59.229414,2.67,
63rd Street Weather Station,2021-11-19 12:59:59.864247,3.6,0.0
Foster Weather Station,2021-05-27 02:00:00.085188,8.06,
Oak Street Weather Station,2021-11-05 13:59:59.568105,11.2,5.6
Oak Street Weather Station,2021-08-08 12:59:59.886914,30.6,24.1
63rd Street Weather Station,2021-11-24 07:00:00.255487,5.2,2.0
Oak Street Weather Station,2021-07-17 15:59:59.828187,20.9,19.2
Oak Street Weather Station,2021-08-30 14:59:59.119553,25.5,19.6
63rd Street Weather Station,2021-09-07 09:59:59.541599,25.5,20.5
Foster Weather Station,2021-07-20 01:00:00.852825,22.39,
Oak Street Weather Station,2021-08-20 20:00:00.577976,27.4,23.7
Foster Weather Station,2021-07-21 11:59:59.294777,20.28,
Oak Street Weather Station,2021-12-13 11:59:59.187829,8.1,3.9
Oak Street Weather Station,2021-12-03 21:59:59.907987,6.6,5.1
Foster Weather Station,2021-05-21 10:00:00.224279,19.56,
Oak Street Weather Station,2021-06-10 13:59:59.874149,22.7,21.0
63rd Street Weather Station,2021-07-15 23:00:00.679817,21.0,20.6
Foster Weather Station,2021-10-16 18:59:59.626935,13.06,
Oak Street Weather Station,2021-10-01 14:59:59.501441,25.5,19.9
Oak Street Weather Station,2021-11-07 21:00:00.776595,15.2,10.4
Foster Weather Station,2021-11-04 21:59:59.834601,5.56,
63rd Street Weather Station,2021-07-02 01:00:00.460279,17.9,16.3
Oak Street Weather Station,2021-08-05 17:59:59.221479,29.1,19.0
63rd Street Weather Station,2021-08-31 20:00:00.706059,24.1,21.1
Oak Street Weather Station,2021-05-31 09:00:00.642824,18.2,12.1
Foster Weather Station,2021-11-28 19:00:00.234166,1.78,
63rd Street Weather Station,2021-06-01 13:00:00.692164,17.3,14.8
63rd Street Weather Station,2021-08-21 18:00:00.263672,27.5,25.0
Oak Street Weather Station,2021-10-21 11:00:00.711581,10.9,8.5
63rd Street Weather Station,2021-08-02 01:00:00.006883,21.1,18.3
Oak Street Weather Station,2021-11-04 23:00:00.809736,7.6,3.6
63rd Street Weather Station,2021-07-06 07:59:59.184632,26.6,22.9
63rd Street Weather Station,2021-08-05 21:00:00.612577,25.9,18.9
63rd Street Weather Station,2021-05-20 20:59:59.653220,26.9,20.1
63rd Street Weather Station,2021-12-07 23:59:59.371674,-3.4,-6.3
Oak Street Weather Station,2021-11-02 11:59:59.711629,7.3,3.0
Oak Street Weather Station,2021-05-27 18:59:59.175620,13.5,10.8
Oak Street Weather Station,2021-10-04 03:00:00.664398,19.2,18.0
Foster Weather Station,2021-09-09 15:59:59.950306,20.67,
63rd Street Weather Station,2021-07-18 23:59:59.584496,21.7,20.4
Foster Weather Station,2021-11-22 04:59:59.639516,-3.39,
Foster Weather Station,2021-09-02 19:59:59.923120,21.78,
Foster Weather Station,2021-10-06 06:00:00.556398,17.89,
63rd Street Weather Station,2021-12-18 01:59:59.974049,3.4,2.5
Oak Street Weather Station,2021-09-29 23:59:59.938460,20.0,17.2
63rd Street Weather Station,2021-10-08 09:00:00.215621,19.3,18.6
63rd Street Weather Station,2021-11-11 06:00:00.054600,13.5,10.9
Oak Street Weather Station,2021-07-21 20:00:00.277743,20.6,18.8
Oak Street Weather Station,2021-09-22 04:59:59.714859,16.2,14.6
63rd Street Weather Station,2021-11-26 01:00:00.129662,-4.1,-6.3
Oak Street Weather Station,2021-10-11 16:59:59.243972,20.0,19.2
63rd Street Weather Station,2021-05-21 00:59:59.281255,24.2,19.2
63rd Street Weather Station,2021-06-02 03:59:59.137172,15.2,13.0
63rd Street Weather Station,2021-06-26 16:59:59.752249,23.8,23.8
Oak Street Weather Station,2021-08-27 06:00:00.351335,24.9,21.6
Oak Street Weather Station,2021-12-15 02:59:59.633562,12.3,10.4
Foster Weather Station,2021-08-12 13:00:00.339268,29.67,
63rd Street Weather Station,2021-06-19 21:00:00.702450,20.0,19.6
Oak Street Weather Station,2021-06-09 13:00:00.737712,23.2,21.5
Oak Street Weather Station,2021-08-23 12:00:00.397849,28.2,21.8
Foster Weather Station,2021-12-15 07:59:59.654673,13.39,
Oak Street Weather Station,2021-10-12 10:59:59.877782,17.7,16.4
Oak Street Weather Station,2021-10-06 13:00:00.536335,18.5,17.5
Oak Street Weather Station,2021-09-12 18:59:59.345412,21.9,20.7
63rd Street Weather Station,2021-07-18 21:59:59.984445,21.8,20.7
Oak Street Weather Station,2021-12-05 00:00:00.834568,4.0,-0.3
Foster Weather Station,2021-05-31 15:59:59.836368,14.39,
Oak Street Weather Station,2021-06-29 15:59:59.122552,30.0,23.7
Foster Weather Station,2021-10-28 00:59:59.782521,10.0,
Oak Street Weather Station,2021-07-29 09:00:00.086027,28.6,23.5
63rd Street Weather Station,2021-10-23 19:59:59.486456,11.2,7.3
Foster Weather Station,2021-07-01 12:59:59.951095,18.78,
63rd Street Weather Station,2021-06-22 03:00:00.835545,14.3,12.1
63rd Street Weather Station,2021-09-29 18:00:00.873459,20.1,18.8
Oak Street Weather Station,2021-11-16 14:59:59.262566,9.2,6.5
63rd Street Weather Station,2021-06-16 04:00:00.666105,18.2,14.9
63rd Street Weather Station,2021-11-09 10:59:59.528253,12.5,11.6
Foster Weather Station,2021-12-05 07:59:59.870393,3.89,
Oak Street Weather Station,2021-11-11 03:59:59.542550,13.4,10.6
63rd Street Weather Station,2021-05-27 02:00:00.330582,14.6,13.0
Foster Weather Station,2021-11-28 02:59:59.885317,-0.5,
Oak Street Weather Station,2021-05-24 12:59:59.931315,22.0,18.2
63rd Street Weather Station,2021-05-19 23:00:00.019342,17.1,16.1
Foster Weather Station,2021-10-08 23:59:59.320560,18.67,
Foster Weather Station,2021-10-09 05:00:00.675080,18.28,
Foster Weather Station,2021-09-27 18:59:59.373645,17.89,
63rd Street Weather Station,2021-07-26 21:00:00.577289,29.2,20.1
Foster Weather Station,2021-10-30 16:00:00.412905,12.67,
63rd Street Weather Station,2021-08-29 23:00:00.688508,26.3,23.8
Oak Street Weather Station,2021-09-11 04:00:00.828497,21.8,16.9
Foster Weather Station,2021-10-15 12:00:00.709766,15.56,
63rd Street Weather Station,2021-07-09 00:59:59.933723,17.5,14.5
Foster Weather Station,2021-09-25 15:00:00.751052,19.39,
Oak Street Weather Station,2021-08-08 16:59:59.571506,32.3,24.1
Foster Weather Station,2021-05-26 22:59:59.313433,8.78,
63rd Street Weather Station,2021-08-11 13:59:59.288557,30.2,23.0
63rd Street Weather Station,2021-07-31 11:59:59.252250,21.9,17.8
Foster Weather Station,2021-07-25 03:00:00.851523,24.28,
63rd Street Weather Station,2021-07-05 11:00:00.635973,29.5,23.4
Foster Weather Station,2021-10-02 06:59:59.704883,21.0,
63rd Street Weather Station,2021-12-02 18:59:59.715828,10.7,4.6
63rd Street Weather Station,2021-08-08 14:00:00.335613,31.1,24.9
Foster Weather Station,2021-05-18 01:00:00.571119,8.0,
Foster Weather Station,2021-10-16 21:59:59.867402,11.89,
63rd Street Weather Station,2021-07-05 15:59:59.657597,32.3,25.0
Oak Street Weather Station,2021-05-29 10:59:59.307968,10.6,7.2
Oak Street Weather Station,2021-12-11 10:59:59.155950,3.5,1.4
Oak Street Weather Station,2021-06-18 23:00:00.080140,28.8,19.3
Oak Street Weather Station,2021-08-13 20:00:00.104110,23.9,18.3
Oak Street Weather Station,2021-06-03 10:00:00.187623,20.4,16.4
Oak Street Weather Station,2021-10-10 07:59:59.954650,23.0,19.4
63rd Street Weather Station,2021-11-20 17:00:00.156134,9.8,5.5
Oak Street Weather Station,2021-08-10 14:00:00.541240,33.8,26.8
Oak Street Weather Station,2021-12-07 05:00:00.259241,-9.0,-10.8
Foster Weather Station,2021-06-04 10:00:00.302354,18.78,
63rd Street Weather Station,2021-09-26 15:00:00.260386,27.3,16.3
63rd Street Weather Station,2021-07-20 11:59:59.386649,26.3,21.2
Oak Street Weather Station,2021-07-09 01:00:00.228970,17.7,14.6
Oak Street Weather Station,2021-07-28 04:59:59.587802,26.6,22.4
Foster Weather Station,2021-12-05 21:00:00.753736,5.28,
Oak Street Weather Station,2021-10-09 12:59:59.173588,21.4,19.2
Foster Weather Station,2021-06-28 23:00:00.816483,18.78,
Oak Street Weather Station,2021-07-23 22:59:59.610819,28.0,23.6
Foster Weather Station,2021-08-22 09:00:00.323910,21.56,
63rd Street Weather Station,2021-08-11 17:00:00.786071,30.7,24.2
Oak Street Weather Station,2021-12-04 13:59:59.456898,5.9,-0.1
63rd Street Weather Station,2021-08-08 21:59:59.341996,24.2,21.4
63rd Street Weather Station,2021-09-19 18:59:59.735361,23.6,22.5
Foster Weather Station,2021-12-12 04:59:59.467387,1.78,
Oak Street Weather Station,2021-06-01 21:59:59.996414,18.4,11.9
Foster Weather Station,2021-07-10 10:00:00.682538,20.67,
Oak Street Weather Station,2021-08-13 00:00:00.303864,24.3,21.5
63rd Street Weather Station,2021-10-31 10:00:00.822151,11.0,8.8
Oak Street Weather Station,2021-06-10 12:00:00.746905,21.8,20.4
63rd Street Weather Station,2021-07-30 00:00:00.409253,23.4,20.3
63rd Street Weather Station,2021-12-16 12:59:59.760011,5.3,2.4
Oak Street Weather Station,2021-10-03 09:00:00.419354,21.6,20.0
Foster Weather Station,2021-12-06 02:59:59.549047,2.39,
63rd Street Weather Station,2021-08-10 15:59:59.586771,34.0,28.0
Oak Street Weather Station,2021-07-26 15:59:59.324265,30.6,18.8
Oak Street Weather Station,2021-11-01 16:00:00.231173,9.5,4.1
Foster Weather Station,2021-08-24 00:00:00.548356,27.39,
63rd Street Weather Station,2021-08-09 19:00:00.645201,26.1,24.4
Oak Street Weather Station,2021-11-22 12:59:59.678772,2.9,-1.9
Foster Weather Station,2021-06-07 20:59:59.667872,14.17,
63rd Street Weather Station,2021-11-20 12:00:00.853920,7.8,4.2
Oak Street Weather Station,2021-06-23 21:59:59.787641,24.1,17.1
Foster Weather Station,2021-09-21 13:00:00.032224,18.67,
Foster Weather Station,2021-07-09 04:59:59.524937,15.39,
63rd Street Weather Station,2021-09-20 17:00:00.814099,27.1,22.8
Foster Weather Station,2021-07-29 19:59:59.396442,22.17,
Oak Street Weather Station,2021-10-26 06:00:00.056808,11.7,8.4
Oak Street Weather Station,2021-11-19 17:59:59.454317,4.0,0.6
Foster Weather Station,2021-06-22 07:59:59.704974,16.89,
63rd Street Weather Station,2021-06-05 11:59:59.830855,29.1,20.6
63rd Street Weather Station,2021-05-19 22:00:00.131918,19.2,17.0
Foster Weather Station,2021-08-06 16:59:59.434786,27.89,
Foster Weather Station,2021-07-25 09:00:00.242428,24.67,
63rd Street Weather Station,2021-08-27 17:59:59.127520,27.5,25.4
Foster Weather Station,2021-06-22 11:59:59.254366,20.06,
Foster Weather Station,2021-12-11 07:59:59.945665,2.39,
63rd Street Weather Station,2021-05-27 17:00:00.045555,12.9,10.8
63rd Street Weather Station,2021-07-13 02:00:00.362165,20.7,20.7
Foster Weather Station,2021-10-02 20:00:00.446297,21.5,
Oak Street Weather Station,2021-06-16 04:00:00.445533,18.0,15.0
63rd Street Weather Station,2021-06-08 09:00:00.764865,21.7,21.2
Oak Street Weather Station,2021-06-05 12:00:00.575273,30.0,20.9
Oak Street Weather Station,2021-09-17 20:00:00.597838,25.5,20.4
63rd Street Weather Station,2021-10-03 16:00:00.842129,18.8,18.8
Oak Street Weather Station,2021-05-23 05:00:00.476251,22.8,19.6
Oak Street Weather Station,2021-11-10 06:59:59.847696,11.0,8.0
Oak Street Weather Station,2021-05-23 01:59:59.733109,24.1,20.1
63rd Street Weather Station,2021-06-11 12:00:00.186629,24.0,23.0
Oak Street Weather Station,2021-12-01 19:00:00.184426,10.2,8.5
Foster Weather Station,2021-09-02 10:00:00.239466,20.78,
Foster Weather Station,2021-09-21 10:00:00.718240,17.5,
Oak Street Weather Station,2021-07-21 20:59:59.565423,20.4,18.4
Foster Weather Station,2021-07-09 12:00:00.796422,18.89,
Foster Weather Station,2021-08-02 01:59:59.443348,20.39,
Oak Street Weather Station,2021-08-29 23:59:59.591426,26.2,21.1
63rd Street Weather Station,2021-11-12 14:59:59.635271,3.8,2.2
Foster Weather Station,2021-05-21 07:00:00.079859,16.28,
Oak Street Weather Station,2021-06-30 02:00:00.876888,25.2,21.4
Oak Street Weather Station,2021-05-21 05:00:00.016549,23.2,17.6
Foster Weather Station,2021-12-10 16:00:00.686893,5.39,
Oak Street Weather Station,2021-07-05 18:59:59.550242,31.8,23.6
Foster Weather Station,2021-10-18 11:59:59.596286,19.78,
Foster Weather Station,2021-09-19 04:00:00.332745,20.17,
Oak Street Weather Station,2021-09-06 20:59:59.721239,22.5,17.7
Foster Weather Station,2021-05-24 20:59:59.686875,19.78,
63rd Street Weather Station,2021-06-19 15:00:00.751281,29.6,23.2
Foster Weather Station,2021-11-12 17:59:59.760003,2.06,
63rd Street Weather Station,2021-09-19 12:00:00.343814,22.7,20.3
Oak Street Weather Station,2021-07-26 06:59:59.776897,25.4,19.2
Foster Weather Station,2021-05-22 02:00:00.066381,13.67,
Foster Weather Station,2021-07-16 15:59:59.521559,20.28,
63rd Street Weather Station,2021-07-15 05:00:00.050859,23.5,21.6
63rd Street Weather Station,2021-10-30 23:59:59.189168,10.4,9.3
63rd Street Weather Station,2021-11-25 16:00:00.310257,2.1,0.7
Oak Street Weather Station,2021-11-23 09:00:00.027608,1.9,-1.9
63rd Street Weather Station,2021-11-20 17:59:59.440360,9.3,5.3
Oak Street Weather Station,2021-09-06 15:59:59.810710,23.4,17.4
63rd Street Weather Station,2021-10-28 17:59:59.338066,12.9,12.9
Oak Street Weather Station,2021-06-02 09:59:59.775549,15.8,14.1
63rd Street Weather Station,2021-09-07 06:00:00.648208,21.1,19.0
Foster Weather Station,2021-11-05 14:59:59.657762,10.67,
Foster Weather Station,2021-05-18 09:59:59.143493,9.89,
Oak Street Weather Station,2021-11-12 03:59:59.808050,7.0,4.0
63rd Street Weather Station,2021-09-10 02:59:59.278955,17.8,14.5
63rd Street Weather Station,2021-06-01 05:59:59.303836,12.1,10.9
Foster Weather Station,2021-11-04 01:59:59.833020,1.78,
Foster Weather Station,2021-10-19 12:59:59.545378,21.5,
Foster Weather Station,2021-07-30 19:59:59.244531,19.17,
Foster Weather Station,2021-10-10 03:00:00.107699,23.17,
Oak Street Weather Station,2021-09-11 14:59:59.791904,30.4,22.9
Foster Weather Station,2021-07-08 11:00:00.826580,17.28,
Oak Street Weather Station,2021-11-04 07:59:59.195593,4.5,0.9
Foster Weather Station,2021-06-01 11:00:00.812820,8.89,
Foster Weather Station,2021-06-22 08:59:59.169266,17.89,
63rd Street Weather Station,2021-10-06 13:59:59.563158,18.9,18.4
Oak Street Weather Station,2021-12-17 10:59:59.308096,0.8,-1.1
Foster Weather Station,2021-07-25 21:59:59.279455,27.78,
Foster Weather Station,2021-09-30 02:59:59.815803,18.06,
63rd Street Weather Station,2021-07-10 05:00:00.678523,19.5,17.9
Foster Weather Station,2021-10-02 12:59:59.625563,26.28,
Oak Street Weather Station,2021-07-04 07:59:59.305914,25.0,20.3
Foster Weather Station,2021-09-03 14:00:00.547758,22.67,
Foster Weather Station,2021-06-22 04:59:59.499155,13.67,
63rd Street Weather Station,2021-07-29 07:59:59.210069,26.0,21.9
Foster Weather Station,2021-05-31 03:00:00.742915,10.5,
Oak Street Weather Station,2021-07-11 21:00:00.649318,20.5,19.0
63rd Street Weather Station,2021-06-03 14:59:59.353560,21.6,16.7
Foster Weather Station,2021-09-19 01:59:59.690836,20.39,
Oak Street Weather Station,2021-06-11 21:59:59.335299,26.7,21.4
63rd Street Weather Station,2021-08-18 22:00:00.150377,24.4,24.2
Foster Weather Station,2021-11-03 20:59:59.321472,4.06,
63rd Street Weather Station,2021-09-18 15:59:59.822424,21.8,18.5
63rd Street Weather Station,2021-09-30 14:00:00.690328,20.5,18.0
Foster Weather Station,2021-07-28 00:59:59.775587,27.06,
63rd Street Weather Station,2021-09-07 13:59:59.838310,31.1,22.5
Oak Street Weather Station,2021-11-20 00:00:00.276347,3.8,0.6
Foster Weather Station,2021-11-09 19:59:59.299476,11.17,
Oak Street Weather Station,2021-08-24 20:59:59.759845,23.5,22.2
63rd Street Weather Station,2021-11-03 17:59:59.191006,5.9,1.9
Oak Street Weather Station,2021-11-22 03:59:59.868334,-1.7,-4.5
Foster Weather Station,2021-10-08 03:00:00.096100,18.39,
63rd Street Weather Station,2021-07-28 14:59:59.611136,31.5,26.0
63rd Street Weather Station,2021-06-01 13:59:59.507676,16.3,14.1
63rd Street Weather Station,2021-11-17 17:59:59.782785,10.0,8.4
Foster Weather Station,2021-10-06 17:00:00.793676,18.5,
Oak Street Weather Station,2021-10-22 20:59:59.539736,11.8,6.9
Oak Street Weather Station,2021-07-03 12:59:59.668833,28.2,19.9
